country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,fuel4,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
ITA,Italy,Tortona Pantaleona Solar Power Plant,WRI1026440,7,44.8794,8.7889,Solar,,,,,9REN,OPDE,http://www.opde.net/en/projects/,http://www.opde.net/en/projects/,,,,,,361.7831738
ITA,Italy,Tortona Ponzana Solar Power Plant,WRI1026441,6.2,44.8391,8.7776,Solar,,,,,Enel Green Power SpA,OPDE,http://www.opde.net/en/projects/,http://www.opde.net/en/projects/,,,,,,320.4365254
ITA,Italy,Troia T1 Solar Power Plant,WRI1026442,1,41.3612,15.3632,Solar,,,,,Gestamp Asetym Solar,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,,,,,,51.68331055
ITA,Italy,Troia T10 Solar Power Plant,WRI1026443,1,41.3606,15.3839,Solar,,,,,Solaer,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,,,,,,51.68331055
ITA,Italy,Troia T3 Solar Power Plant,WRI1026444,1,41.3609,15.3509,Solar,,,,,Solaer,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,,,,,,51.68331055
ITA,,Troia T7 Solar Power Plant,WRI1026445,1,41.3644,15.3419,Solar,,,,,Solaer,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,,,,,,51.68331055
ITA,Italy,Troia T8 Solar Power Plant,WRI1026446,1,41.3595,15.371,Solar,,,,,Solaer,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,,,,,,51.68331055
ITA,Italy,Troia T9 Solar Power Plant,WRI1026447,1,41.3594,15.3808,Solar,,,,,Solaer,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,,,,,,51.68331055
ITA,Italy,Tuttosole Solar Power Plant,WRI1026448,1.5,43.672,10.7363,Solar,,,,,Opde Photovoltaics,Carpe Vigo,http://www.carpevigo.de/de/projekte-in-italien/menue-id-230.html,http://www.carpevigo.de/de/projekte-in-italien/menue-id-230.html,,,,,,77.52496582
ITA,Italy,Uta Solar Power Plant,WRI1026449,5.8,39.2848,8.9015,Solar,,,,,9REN,Solaria Energia,,,,,,,,299.7632012
ITA,Italy,VADO Ligure,WRI1002976,1353,44.2755,8.4305,Gas,,,,,Tirreno Power,Tirreno Power,http://www.tirrenopower.com/en/impianti-elettrici/vado-ligure/,http://www.tirrenopower.com/en/impianti-elettrici/vado-ligure/,,,,1239.5,,3284.644179
ITA,Italy,VALLE SECOLO,WRI1002978,114,42.2362,10.8674,Geothermal,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,811,,786.9591599
ITA,Italy,VALPELLINE,WRI1002979,130,45.8249,7.3255,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,390,,585.2640954
ITA,Italy,VENAUS,WRI1002980,230,45.1623,7.0085,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,345,,1035.467246
ITA,Italy,VENINA,WRI1002981,327.1,46.1596,9.935,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,542,,1472.614505
ITA,Italy,VERZUOLO,WRI1002982,140,44.5947,7.4858,Gas,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,21,,339.8744901
ITA,Italy,VILLA S.MARIA,WRI1021344,60,42.0154,14.3535,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,270.1218902
ITA,Italy,VOGHERA,WRI1002983,380.5,45.0296,8.9723,Gas,,,,,,Tractabel,http://www.tractebel-engie.com/references/combined-cycle-power-plant-voghera-pavia-2/,http://www.tractebel-engie.com/references/combined-cycle-power-plant-voghera-pavia-2/,,,,1649,,923.7303105
GBR,United Kingdom,Craigahulliar Landfill Gas,GBR0000773,1,55.1965,-6.6106,Waste,,,,,B9 Organic Energy and Craigahulliar Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,2.169101848
GBR,United Kingdom,Craigannet Farm Wind Turbine,GBR0006318,1.5,56.0455,-4.0685,Wind,,,,,Clean Earth Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,2.580821123
GBR,United Kingdom,Craigengelt,GBR0002940,20,56.0543,-4.0497,Wind,,,,,Scotia Wind Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,34.4109483
GBR,United Kingdom,Cranford,GBR0000757,1.1,52.3759,-0.6338,Waste,,,,,SITA UK,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,2.386012033
GBR,United Kingdom,Cranham Golf Course Solar Park,GBR0002117,2.6,51.5587,0.2827,Solar,,,,,Cranham Golf Course,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,1.283848864
GBR,United Kingdom,Crannaford Solar Farm,GBR0001984,12.5,50.7599,-3.4048,Solar,,,,,MS Power Projects Ltd (Mr L Mark),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,6.172350309
GBR,United Kingdom,Crapnell Farm Solar Farm,GBR0001522,5.4,51.2091,-2.5784,Solar,,,,,Lightsource Renewable Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,2.666455334
GBR,United Kingdom,Creathorne Farm  - Solar Farm,GBR0001614,1.8,50.7956,-4.5451,Solar,,,,,Good Energy Generation,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,0.888818445
GBR,United Kingdom,Cregganconroe,GBR0004653,13.8,54.6226,-6.9791,Wind,,,,,Gaelectric Developments/ CGN Europe Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,23.74355433
GBR,United Kingdom,Cressing Solar Farm (Phase 1),GBR0005497,5,51.8408,0.6011,Solar,,,,,Octopus Investments,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,2.468940124
GBR,United Kingdom,Creswell Solar Park (resubmission),GBR0005224,5,53.2558,-1.2074,Solar,,,,,Sovereign Energy Partners,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,2.468940124
GBR,United Kingdom,Crighshane,GBR0004041,28,54.6399,-7.7526,Wind,,,,,Energia Renewables,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,48.17532762
GBR,United Kingdom,Crimp Wind Farm - resubmission,GBR0003458,2.4,50.9119,-4.4881,Wind,,,,,Crimp Power Ltd (West Coast Energy),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,4.129313796
GBR,United Kingdom,Crockagarran,GBR0004048,15,54.5502,-7.0168,Wind,,,,,ESB,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,25.80821123
GBR,United Kingdom,Crockagarron Ext,GBR0003717,2.5,54.5516,-7.009,Wind,,,,,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,4.301368538
GBR,United Kingdom,Crockandun,GBR0004156,15,54.7395,-6.7719,Wind,,,,,Brookfield Renewable Energy Group,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,25.80821123
GBR,United Kingdom,Crockbaravally Wind Farm,GBR0004255,7.5,54.553,-7.0477,Wind,,,,,Golden Square Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,12.90410561
GBR,United Kingdom,Crockbrack,GBR0003713,2,54.6145,-6.9552,Wind,,,,,Gaelectric Developments/ CGN Europe Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,3.44109483
GBR,United Kingdom,Crockdun,GBR0004320,12.5,54.5689,-7.0494,Wind,,,,,ESB (Northern Wind Power),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,21.50684269
GBR,United Kingdom,Crockers Hele,GBR0001729,1.3,50.8423,-4.0951,Solar,,,,,Mr Knapman,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,0.641924432
GBR,United Kingdom,Croda Chemicals Europe,GBR0002932,3,53.6823,-1.0072,Wind,,,,,Croda Chemicals   Oak Road  Kingston-Upon-Hull,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,5.161642245
GBR,United Kingdom,Crook Hill (Revised Application - Calderdale MBC) 1 of 2,GBR0004354,13.6,53.6681,-2.1117,Wind,,,,,Infrared Capital Partners,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,23.39944485
GBR,United Kingdom,Crook Hill (Revised Application - Rochdale MBC) 2 of 2,GBR0004659,23.8,53.6705,-2.1148,Wind,,,,,Infrared Capital Partners,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,40.94902848
GBR,United Kingdom,Crookedstone Road,GBR0001523,4.8,54.6707,-6.1985,Solar,,,,,Lightsource Renewable Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,2.370182519
GBR,United Kingdom,Crystal Rig Phase 1,GBR0003114,62.5,55.883,-2.5075,Wind,,,,,Fred Olsen Renewables,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,107.5342134
GBR,United Kingdom,Crystal Rig Wind Farm Phase 2a,GBR0003440,138,55.8995,-2.5293,Wind,,,,,Fred Olsen Renewables,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,237.4355433
GBR,United Kingdom,Crystal Rig Wind Farm Phase III,GBR0004215,13.8,55.9264,-2.5345,Wind,,,,,Fred Olsen Renewables,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,23.74355433
GBR,United Kingdom,Cuaich,GBR0000471,2.5,56.9562,-4.211,Hydro,,,,,Scottish and Southern Energy (SSE),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,5.811163691
GBR,United Kingdom,Cuckoo Grove Farm,GBR0002376,7.5,51.8099,-5.0074,Solar,,,,,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,3.703410185
GBR,United Kingdom,Cuileig Hydro Scheme,GBR0000434,3.3,57.7633,-5.0392,Hydro,,,,,Scottish Hydro-Electric plc,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,7.670736072
GBR,United Kingdom,Culligran,GBR1000379,17,57.346,-4.7627,Hydro,,,,,Scottish and Southern: Hydro Schemes - Affric/Beauly,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,39.5159131
GBR,United Kingdom,Culligran Compensation Set,GBR1000380,2.1,57.346,-4.7627,Hydro,,,,,Scottish and Southern: Hydro Schemes - Affric/Beauly,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,2016,,,,,4.8813775
