country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,fuel4,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
ITA,Italy,ISOLATO SPLUGA,WRI1002895,117.6,46.4394,9.3595,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,205,,529.4389047
ITA,Italy,Iglesias Solar Power Plant,WRI1026408,2,39.295,8.5833,Solar,,,,,Solar Asset Management,GP Joule,http://www.gp-joule.eu/activities/projects/,http://www.gp-joule.eu/activities/projects/,,,,,,103.3666211
ITA,Italy,JESI,WRI1002896,140,43.5537,13.285,Gas,,,,2009,Edison,Edison,http://www.edison.it/media/EMAS-GETE1-jesi2005.pdf,http://www.edison.it/media/EMAS-GETE1-jesi2005.pdf,,,,0,,339.8744901
ITA,Italy,LAGONI ROSSI,WRI1021666,20,43.1666,10.7847,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,138.0630105
ITA,Italy,LAMARMORA,WRI1002898,116.7,45.5248,10.2273,Oil,,,,2000,,A2A,http://www.a2a.eu/en/plants_networks/cogeneration/lamarmora.html,http://www.a2a.eu/en/plants_networks/cogeneration/lamarmora.html,,,,409,,187.2101329
ITA,Italy,LANA,WRI1002901,120,46.6124,11.1559,Hydro,,,,2002,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,167,,540.2437803
ITA,Italy,LANZADA,WRI1002902,188,46.2693,9.8692,Hydro,,,,2002,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,365,,846.3819225
ITA,Italy,LARINO TG,WRI1002903,250,41.8055,14.9193,Gas,,,,2005,ENEL,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dlarino-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757512&ssbinary=true,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dlarino-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757512&ssbinary=true,,,,1,,606.9187322
ITA,Italy,LE PRATA,WRI1021663,20,43.1962,10.8323,Geothermal,,,,2002,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,138.0630105
ITA,Italy,LEINI,WRI1002904,379.5,45.163,7.7505,Gas,,,,2002,,Ansaldo Energia,http://ansaldoenergia.it/easyUp/file/pgs.pdf,http://ansaldoenergia.it/easyUp/file/pgs.pdf,,,,1737,,921.3026356
ITA,Italy,LEVANTE,WRI1002905,752.5,45.4458,12.2552,Gas,,,,2002,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,2165,,1826.825384
ITA,Italy,LIVORNO MARZOCCO,WRI1002906,310,43.5673,10.31,Oil,,,,2005,ENEL,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dlivorno-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757397&ssbinary=true,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dlivorno-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757397&ssbinary=true,,,,457,,497.301981
ITA,Italy,La Brava Solar Power Plant,WRI1026409,13.4,45.9516,13.4031,Solar,,,,,,GP Joule,http://www.gp-joule.eu/activities/projects/,http://www.gp-joule.eu/activities/projects/,,,,,,692.5563614
ITA,Italy,Lady Lucrecia Solar Power Plant,WRI1026410,1,40.1989,18.2162,Solar,,,,1973,9REN,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,,,,,,51.68331055
ITA,Italy,Lapedona Solar Power Plant,WRI1026411,1,43.1225,13.768,Solar,,,,,Solaer,En Value,http://www.envalue.de/de/neues/index.php,http://www.envalue.de/de/neues/index.php,,,,,,51.68331055
ITA,Italy,Lucera Solar Power Plant,WRI1026412,1,41.471,15.4122,Solar,,,,,Envalue GmbH,X-elio,http://www.x-elio.com,http://www.x-elio.com,,,,,,51.68331055
ITA,Italy,MAGISANO,WRI1021318,75,39.0095,16.6206,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,337.6523627
ITA,Italy,MESE,WRI1002908,164.34,46.3063,9.3823,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,484.6,,739.8638572
ITA,Italy,MILAZZO,WRI1002909,162.9,38.2212,15.2383,Gas,,,,1986,,Edison,http://www.termica-milazzo.it/navigate.asp?voce=4&sottovoce=1,http://www.termica-milazzo.it/navigate.asp?voce=4&sottovoce=1,,,,967,,395.4682459
ITA,Italy,MONASTERO,WRI1021355,56,46.1556,9.6439,Hydro,,,,1998,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,252.1137642
ITA,Italy,MONCALIERI,WRI1002910,780,44.993,7.6755,Gas,,,,,,Iren Energia,http://www.irenenergia.it/ChiSiamo/Attivita/Teleriscaldamento/Dove_Siamo/Impianti_Torino.html,http://www.irenenergia.it/ChiSiamo/Attivita/Teleriscaldamento/Dove_Siamo/Impianti_Torino.html,,,,2286.3,,1893.586445
ITA,Italy,MONTALTO (Alessandro Volta),WRI1002912,3446,42.3572,11.5373,Gas,,,,,ENEL,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dmontalto-ita_2.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445865128793&ssbinary=true,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dmontalto-ita_2.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445865128793&ssbinary=true,,,,3.079,,8365.767805
ITA,Italy,MONTEFERRANTE,WRI1002913,105.24,41.9547,14.3884,Wind,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,,,15178
ITA,Italy,MONTEVERDI 1,WRI1021759,17,43.1862,10.7657,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,117.3535589
ITA,Italy,MONTEVERDI 2,WRI1021760,17,43.1971,10.7652,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,117.3535589
ITA,Italy,MONTORIO,WRI1002914,110,42.5831,13.6383,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,267,,495.2234653
ITA,Italy,MUCONE 1S,WRI1002915,101.44,39.4929,16.3838,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,401,,456.6860757
ITA,Italy,Maddaloni,WRI1002907,352,41.0197,14.37,Gas,,,,,,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dmaddaloni-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757537&ssbinary=true,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dmaddaloni-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757537&ssbinary=true,,,,,,854.541575
ITA,Italy,Mandrella Solar Power Plant,WRI1026413,1,40.1137,18.1396,Solar,,,,,Gestamp Asetym Solar,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,,,,,,51.68331055
ITA,Italy,Masseria Martellotta Solar Power Plant,WRI1026414,8,40.5778,16.9715,Solar,,,,,,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,,,,,,413.4664844
ITA,Italy,Masseria Rossa 1 Solar Power Plant,WRI1026415,1,40.4117,17.4247,Solar,,,,2000,9REN,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,,,,,,51.68331055
ITA,Italy,Massoli Terni Solar Power Plant,WRI1026416,2.3,42.5107,12.6187,Solar,,,,1998,,Solar Rig,http://solarig.com/about-us/,http://solarig.com/about-us/,,,,,,118.8716143
ITA,Italy,Maviglia Solar Power Plant,WRI1026417,1,40.3175,17.5873,Solar,,,,2009,9REN,9ren,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,http://www.9ren.it/en/about-us/where-we-operate/our-plants/,,,,,,51.68331055
ITA,Italy,Meatiri Solar Power Plant,WRI1026418,1,40.1563,18.2334,Solar,,,,,9REN,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,,,,,,51.68331055
ITA,Italy,Monfalcone,WRI1002911,336,45.7979,13.5455,Coal,,,,1999,A2A,A2A,http://www.a2a.eu/en/plants_networks/thermoelectric/monfalcone/,http://www.a2a.eu/en/plants_networks/thermoelectric/monfalcone/,,,,2109,,1842.317501
ITA,Italy,Montalto di Castro - Solaer Solar Power Plant,WRI1026419,1,42.4067,11.6104,Solarr,,,,2004,Solaer,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,,,,,,51.68331055
ITA,Italy,Monte San Pietrangeli Solar Power Plant,WRI1026420,5.7,43.1953,13.6002,Solar,,,,2002,Solaria EnergÌ_a y Medio Ambiente SA,En Value,http://www.envalue.de/de/neues/index.php,http://www.envalue.de/de/neues/index.php,,,,,,294.5948701
ITA,Italy,NAPOLI L,WRI1002916,400,40.8339,14.3006,Gas,,,,,Tirreno,Tirreno Power,http://www.tirrenopower.com/en/impianti-elettrici/napoli-levante/,http://www.tirrenopower.com/en/impianti-elettrici/napoli-levante/,,,,715,,971.0699716
ITA,Italy,NOVEL,WRI1021293,97,45.457,8.6496,Other,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,166.7108684
ITA,Italy,NUOVA CASTELNUOVO,WRI1021797,15,43.2166,10.9052,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,103.5472579
ITA,Italy,NUOVA GABBRO,WRI1021705,19,42.2612,10.8853,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,131.15986
ITA,Italy,NUOVA LAGO,WRI1021915,11,43.2612,10.8853,Geothermal,,,,2010,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,75.93465578
ITA,Italy,NUOVA LARDERELLO,WRI1021763,17,43.2271,10.8838,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,117.3535589
ITA,Italy,NUOVA MOLINETTO,WRI1021721,18,43.2112,10.8585,Geothermal,,,,2006,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,124.2567095
ITA,Italy,NUOVA MONTEROTONDO,WRI1021914,11,43.1519,10.8495,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,75.93465578
ITA,Italy,NUOVA RADICONDOLI,WRI1021348,59,43.1935,11.0446,Geothermal,,,,2003,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,407.285881
ITA,Italy,NUOVA SAN MARTINO,WRI1021455,39,43.1452,10.8325,Geothermal,,,,2002,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,269.2228705
ITA,Italy,Piccolo Carlo Solar Power Plant,WRI1026425,1,40.0366,18.3629,Solarr,,,,,Solaer,Solaer,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,https://www.google.com/maps/d/embed?mid=1bXiXRcLRnBCUfpkHM2J5EVryhG4&ll=31.06035315253383%2C35.02284616406246&z=8,,,,,,51.68331055
ITA,Italy,Portoscuso,WRI1002926,320,39.2047,8.3789,Oil,,,,,ENEL,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dportoscuso-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757450&ssbinary=true,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dportoscuso-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757450&ssbinary=true,,,,0,,513.3439804
ITA,Italy,Pozzilli Solar Power Plant,WRI1026426,2.9,41.5051,14.0879,Solar,,,,,Solaer,Solar Rig,http://solarig.com,http://solarig.com,,,,,,149.8816006
ITA,Italy,Pozzo d'Adda Solar Power Plant,WRI1026427,3,45.5738,9.4927,Solar,,,,,,Martifer Solar,http://www.martifersolar.com/powering.php,http://www.martifersolar.com/powering.php,,,,,,155.0499316
ITA,Italy,Pozzolo Formigaro Solar Power Plant,WRI1026428,4.1,44.8314,8.7734,Solar,,,,,Enel Green Power SpA,OPDE,http://www.opde.net/en/projects/,http://www.opde.net/en/projects/,,,,,,211.9015733
ITA,Italy,Quattordio Solar Power Plant,WRI1026429,1.4,44.9055,8.4343,Solar,,,,,Carpevigo AG,OPDE,http://www.opde.net/en/projects/,http://www.opde.net/en/projects/,,,,,,72.35663477
ITA,Italy,RANCIA 1,WRI1021724,18,43.2141,11.0468,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,124.2567095
ITA,Italy,RANCIA 2,WRI1021723,18,43.2101,11.0345,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,124.2567095
ITA,Italy,RIVA DEL GARDA - NUOVO,WRI1002934,117,45.8858,10.8412,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,,,526.7376858
ITA,Italy,RIZZICONI,WRI1002935,760,38.4453,15.99,Gas,,,,,EGL Italia,Axpo,http://www.axpo.com/axpo/it/en/knowledge/power-production/assets-in-italy.html,http://www.axpo.com/axpo/it/en/knowledge/power-production/assets-in-italy.html,,,,3635.8,,1845.032946
ITA,Italy,RONCOVALGRANDE,WRI1002936,1000,46.0702,8.7339,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,508.6,,4502.031503
ITA,Italy,ROSONE,WRI1002938,135,45.4837,7.3693,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,451,,607.7742529
ITA,Italy,ROSSANO TE,WRI1002939,1200,39.6218,16.6084,Oil,,,,2007,,ENEL,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Drossano-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757481&ssbinary=true,https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Drossano-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757481&ssbinary=true,,,,0,,1925.039927
ITA,Italy,Rovigo Solar Power Plant,WRI1026430,15,45.0374,11.5705,Solar,,,,1981,,Astronergy,http://www.astronergy.com/projects_plants.php,http://www.astronergy.com/projects_plants.php,,,,,,775.2496582
ITA,Italy,S.GIACOMO,WRI1002944,490,42.785,13.5111,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,424,,2205.995436
ITA,Italy,S.MASSENZA 1 (Molveno),WRI1002945,377,46.0677,10.9826,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,583.21,,1697.265877
ITA,Italy,SAN FILIPPO DEL MELA,WRI1002947,866,38.2049,15.2818,Oil,,,,,Edipower,Edipower,https://web.archive.org/web/20150316075708/http://www.edipower.it/centrale_di_sanfilippo.htm,https://web.archive.org/web/20150316075708/http://www.edipower.it/centrale_di_sanfilippo.htm,,,,2181.1,,1389.237147
ITA,Italy,SAN QUIRICO,WRI1002946,137,44.9167,10.25,Gas,,,,,Edison,Edison,http://www.edison.it/en/node/1505,http://www.edison.it/en/node/1505,,,,1,,332.5914653
ITA,Italy,SARLUX,WRI1002948,630,39.1037,9.0063,Gas,,,,,Saras SpA,Power and Technology Magazine,http://www.power-technology.com/projects/sarlux/,http://www.power-technology.com/projects/sarlux/,,,,4429,,1529.435205
ITA,Italy,SARMATO,WRI1002949,180,45.0522,9.5072,Gas,,,,,EON,Power Plants at Risk of Shutting Down,http://www.italy24.ilsole24ore.com/pdf2010/Editrice/ILSOLE24ORE/QUOTIDIANO_INSIDE_ITALY/Online/_Oggetti_Correlati/Documenti/2014/10/23/20141023_Power.pdf,http://www.italy24.ilsole24ore.com/pdf2010/Editrice/ILSOLE24ORE/QUOTIDIANO_INSIDE_ITALY/Online/_Oggetti_Correlati/Documenti/2014/10/23/20141023_Power.pdf,,,,0,,436.9814872
ITA,Italy,SASSO 2,WRI1021664,20,43.1753,10.8583,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,138.0630105
ITA,Italy,SELED GLORENZA,WRI1002950,101.6,46.6879,10.5466,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,201,,457.4064007
ITA,Italy,SELVA 1,WRI1021702,19,43.1805,10.8834,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,131.15986
ITA,Italy,SERMIDE,WRI1002951,1151,45.0265,11.2522,Gas,,,,,Edipower,Edipower,http://www.edipower.it/edp/cms/edipower/attivita/impianti/centrale-termoelettrica-di-sermide/,http://www.edipower.it/edp/cms/edipower/attivita/impianti/centrale-termoelettrica-di-sermide/,,,,938.94,,2794.253843
ITA,Italy,SESTA 1,WRI1021722,18,43.2301,10.9471,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,124.2567095
ITA,Italy,SESTO SAN GIOVANNI,WRI1002952,110.6,45.5417,9.2539,Other,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,,,190.0847634
ITA,Italy,SIMERI CRICHI,WRI1002953,760,38.8759,16.6569,Gas,,,,,Edison,Edison,http://www.skemaq.it/uploads/case-studies/7cae243ca90d11d3755216b3b90bacdc.pdf,http://www.skemaq.it/uploads/case-studies/7cae243ca90d11d3755216b3b90bacdc.pdf,,,,2625,,1845.032946
ITA,Italy,SOMPLAGO,WRI1002954,220,46.3706,13.0436,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,302,,990.4469306
ITA,Italy,SONDRIO,WRI1002955,144,46.169,9.8691,Hydro,,,,,,TERNA,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx,,,,392,,648.2925364
ITA,Italy,SORGENIA PUGLIA CENTRALE DI MODUGNO,WRI1002956,800,41.1025,16.756,Gas,,,,,Sorgenia,Sorgenia,https://www.sorgenia.it/produzione/impianti-ciclo-combinato/centrale-modugno.html,https://www.sorgenia.it/produzione/impianti-ciclo-combinato/centrale-modugno.html,,,,947.41,,1942.139943
ITA,Italy,TORRITE,WRI1021328,67,44.1264,10.3934,Hydro,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,301.6361107
ITA,Italy,TORVISCOSA,WRI1002971,785,45.817,13.2891,Gas,,,,,Edison,Edison,http://www.centraletorviscosa.it/go.asp?Id=4,http://www.centraletorviscosa.it/go.asp?Id=4,,,,2027,,1905.724819
ITA,Italy,TRAPANI C.LE,WRI1002972,213.4,38.0158,12.5108,Gas,,,,,E On,E.ON,https://web.archive.org/web/20140409020226/http://www.eon-italia.com/en/business/generation/power-plants/trapani.html,https://web.archive.org/web/20140409020226/http://www.eon-italia.com/en/business/generation/power-plants/trapani.html,,,,100,,518.0658298
ITA,Italy,TRAVALE 3,WRI1021668,20,43.1707,11.0383,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,138.0630105
ITA,Italy,TRAVALE 4,WRI1021454,39,43.1708,11.039,Geothermal,,,,,,ENTSOE,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show,,,,,,269.2228705
ITA,Italy,TURBIGO,WRI1002973,1569,45.5201,8.7422,Oil,,,,,Edipower,Edipower,https://web.archive.org/web/20110909235851/http://www.edipower.org/centrali/turbigo.asp,https://web.archive.org/web/20110909235851/http://www.edipower.org/centrali/turbigo.asp,,,,1617.1,,2516.989704
ITA,Italy,Torrevaldaliga Nord,WRI1002969,1845,42.1269,11.7583,Coal,,,,,ENEL,Association of Carbon Italy,http://www.assocarboni.it/index.php/en/the-coal/coal-plants-in-italy,http://www.assocarboni.it/index.php/en/the-coal/coal-plants-in-italy,,,,11980,,10116.29699
