country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
VNM,Vietnam,Dak Doa,WRI1030832,14,14.1847,108.1064,Hydro,,,2010,Dak Doa Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-doa-hydropower,Open Development Vietnam,,,,,56.3,48.932
VNM,Vietnam,Dak Glun,WRI1030801,18,12.0252,107.1834,Hydro,,,2011,Sai Gon Accessories JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-glun-hydropower,Open Development Vietnam,,,,,76,62.913
VNM,Vietnam,Dak Lay,WRI1030849,3.2,14.7979,108.0074,Hydro,,,2015,Dak Lay Hydropower Co  Ltd,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-lay-hydropower,Open Development Vietnam,,,,,13,11.184
VNM,Vietnam,Dak Lo,WRI1030776,22,14.7275,108.3694,Hydro,,,2016,Dak Lo Song Da 3 JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-lo-hydropower,Open Development Vietnam,,,,,93.2,76.893
VNM,Vietnam,Dak Mi 4,WRI1030855,190,15.459,107.9124,Hydro,,,2012,Viet Nam Urban and Idustrial Zone Investing Developing Corporation,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-mi-4-hydropower,Open Development Vietnam,,,,,752,664.078
VNM,Vietnam,Dak Mi 4C,WRI1030856,18,15.4642,107.929,Hydro,,,2012,Viet Nam Urban and Idustrial Zone Investing Developing Corporation,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-mi-4c-hydropower,Open Development Vietnam,,,,,69,62.913
VNM,Vietnam,Dak Sin 1,WRI1030789,28,11.8186,107.459,Hydro,,,2015,VRG Dak Nong JSC  Vietnam Rubber Group,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-sin-1-hydropower,Open Development Vietnam,,,,,105,97.864
VNM,Vietnam,Dak Srong,WRI1030943,18,13.7659,108.5236,Hydro,,,2010,Dak Srong JSC,Open Development Vietnam,https://vietnam.opendevelopmentmekong.net/dataset/?id=danh-sach-cac-th-y-di-n-t-i-vi-t-nam-tinh-d-n-thang-06-2016&search_query=P3BhZ2U9Mg==,Open Development Vietnam,,,,,68,62.913
VNM,Vietnam,Dak Srong 2,WRI1030823,24,13.6786,108.5649,Hydro,,,2010,Hoang Anh Gia Lai JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-srong-2-hydropower,Open Development Vietnam,,,,,85.8,83.883
VNM,Vietnam,Dak Srong 3A,WRI1030821,10,13.3473,108.5323,Hydro,,,2014,Hoang Anh Gia Lai JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-srong-3a-hydropower,Open Development Vietnam,,,,,37,34.951
VNM,Vietnam,Dak Srong 3B,WRI1030820,20,13.3381,108.5587,Hydro,,,2012,Hoang Anh Gia Lai JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-srong-3b-hydropower,Open Development Vietnam,,,,,75,69.903
VNM,Vietnam,DakDrinh,WRI1030850,125,14.9785,108.3013,Hydro,,,2014,Dak Drinh Hydro Power JSC (PV Power),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dak-drinh-hydropower,Open Development Vietnam,,,,,520,436.893
VNM,Vietnam,Dam'Bri,WRI1030780,75,11.5827,107.6726,Hydro,,,2014,Southern Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/dataset/da-mbri-hydropower,Open Development Vietnam,,,,,338,262.136
VNM,Vietnam,Dinh Binh,WRI1030831,9.9,14.1565,108.7727,Hydro,,,2008,Dinh Binh Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dinh-binh-hydropower,Open Development Vietnam,,,,,45,34.602
SVNM,South Vietnam,Dong Nai 2,WRI1030782,70,11.7129,108.0579,Hydro,,,2015,Trung Nam Power,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dong-nai-2-hydropower,Open Development Vietnam,,,,,264,244.66
SVNM,South Vietnam,Dong Nai 3,WRI1030793,180,11.8722,107.8887,Hydro,,,2011,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dong-nai-3-hydropower,Open Development Vietnam,,,,,607,629.126
SVNM,South Vietnam,Dong Nai 4,WRI1030794,340,11.8851,107.7286,Hydro,,,2012,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dong-nai-4-hydropower,Open Development Vietnam,,,,,1100,1188.349
SVNM,South Vietnam,Dong Nai 5,WRI1030785,150,11.7927,107.5534,Hydro,,,2015,Vietnam National Coal  Mineral Industries Group,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dong-nai-5-hydropower,Open Development Vietnam,,,,,616,524.272
VNM,Vietnam,Dray H'Linh 2,WRI1030813,16,12.6757,107.9041,Hydro,,,2007,Dien Luc 3 Hydro Power JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/dray-hlinh-2-hydropower,Open Development Vietnam,,,,,80,55.922
VNM,Vietnam,Ea Krong Rou,WRI1030939,28,12.5992,108.9397,Hydro,,,2007,Mien Trung Power Investment and Development JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/krong-rou-hydropower,Open Development Vietnam,,,,,140,97.864
VNM,Vietnam,Ha Song Pha 1,WRI1030786,5.4,11.8284,108.6906,Hydro,,,2013,Ha Song Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-pha-1-hydropower,Open Development Vietnam,,,,,31.86,18.874
VNM,Vietnam,Ha Song Pha 2,WRI1030787,5.1,11.8319,108.7073,Hydro,,,2015,Ha Song Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-pha-2-hydropower,Open Development Vietnam,,,,,30,17.825
VNM,Vietnam,Ham Thuan - Da Mi,WRI1030778,475,11.336,107.935,Hydro,,,2001,Da Nhim  Ham Thuan  Da Mi Hydropower Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ham-thuan-da-mi-hydropower,Open Development Vietnam,,,,,1555.3,1660.194
VNM,Vietnam,Ho Bon,WRI1030912,18,21.8778,103.942,Hydro,,,2012,Forth Lake Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ho-bon-hydropower,Open Development Vietnam,,,,,73,62.913
VNM,Vietnam,Ho Ho,WRI1030869,14,18.0464,105.8334,Hydro,,,2010,Nothern 1 Electricity Investment and Development JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ho-ho-hydropower,Open Development Vietnam,,,,,55,48.932
VNM,Vietnan,Ho Nui Coc,WRI1030903,1.89,21.5565,105.73,Hydro,,,2009,Nui Coc Lake Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ho-nui-coc-hydropower,Open Development Vietnam,,,,,8,6.606
VNM,Vietnan,Hoa Binh,WRI1030881,1920,20.8082,105.3233,Hydro,,,1988,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/hoa-binh-hydropower,Open Development Vietnam,,,,,8160,6710.679
VNM,Vietnan,Hoa Phu,WRI1030940,29,12.6497,107.9091,Hydro,,,2014,Tam Long Hydro Power JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/hoa-phu-hydropower,Open Development Vietnam,,,,,132,101.359
VNM,Vietnan,Hua Na,WRI1030878,180,19.8381,105.0846,Hydro,,,2013,Hua Na Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/hua-na-hydropower,Open Development Vietnam,,,,,717,629.126
VNM,Vietnan,Huoi Quang,WRI1030905,520,21.6965,103.8776,Hydro,,,2015,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/huoi-quang-hydropower,Open Development Vietnam,,,,,1904,1817.476
VNM,Vietnan,Huong Dien,WRI1030867,81,16.4601,107.4233,Hydro,,,2010,HD Investment JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/huong-dien-hydropower,Open Development Vietnam,,,,,300,283.107
VNM,Vietnan,Huong Son,WRI1030871,33,18.446,105.1513,Hydro,,,2012,Huong Son Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/huong-son-hydropower,Open Development Vietnam,,,,,143,115.34
VNM,Vietnan,Ia Grai 3,WRI1030829,7.5,14.0222,107.649,Hydro,,,2007,Song Da 4 JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-grai-3-hydropower,Open Development Vietnam,,,,,40,26.214
VNM,Vietnan,Ialy,WRI1030835,720,14.2274,107.8294,Hydro,,,2002,Ialy Hydro Power Company (member of EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ia-ly-hydropower,Open Development Vietnam,,,,,3680,2516.505
VNM,Vietnam,Khe Ron,WRI1030868,6,17.9168,105.9706,Hydro,,,2009,Truong Thinh Group JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/khe-ron-hydropower,Open Development Vietnam,,,,,21,20.971
VNM,Vietnam,Nam Luc,WRI1030887,24,21.3412,104.3498,Hydro,,,,South East Asia Corporation,Open Development Vietnam,https://vietnam.opendevelopmentmekong.net/dataset/?id=danh-sach-cac-th-y-di-n-t-i-vi-t-nam-tinh-d-n-thang-06-2016&search_query=P3BhZ2U9Mg==,Open Development Vietnam,,,,,100,83.883
VNM,Vietnam,Nam Mo,WRI1030873,18,19.4142,104.1123,Hydro,,,2013,Nghe An Energy Development Corporation JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-mo-hydropower,Open Development Vietnam,,,,,65,62.913
VNM,Vietnam,Nam Mo 3,WRI1030886,10,21.3198,104.3022,Hydro,,,2009,Nam Mo Hydro Power JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-mo-3-hydropower,Open Development Vietnam,,,,,40,34.951
VNM,Vietnam,Nam Mu,WRI1030932,12,22.5496,104.8767,Hydro,,,2004,Song Da Corporation,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-mu-hydropower,Open Development Vietnam,,,,,56,41.942
VNM,Vietnam,Nam Muc,WRI1030908,44,21.7981,103.2935,Hydro,,,2014,Nam Muc Hydro Power JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-muc-hydropower,Open Development Vietnam,,,,,176,153.786
VNM,Vietnam,Nam Na 2,WRI1030928,66,22.4932,103.234,Hydro,,,2015,Hung Hai Lai Chau Construction Co  Ltd,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-na-2-hydropower,Open Development Vietnam,,,,,254,230.68
VNM,Vietnam,Nam Na 3,WRI1030919,84,22.2985,103.1613,Hydro,,,2015,Hung Hai Lai Chau Construction Co  Ltd,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-na-3-hydropower,Open Development Vietnam,,,,,361,293.592
VNM,Vietnam,Nam Pia,WRI1030893,15,21.4452,104.1691,Hydro,,,2009,Lam Son Construction  Commerce Co  Ltd,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-pia-hydropower,Open Development Vietnam,,,,,61,52.427
VNM,Vietnam,Nam Pong,WRI1030874,32,19.5184,105.0377,Hydro,,,2014,Za Hungt JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-pong-hydropower,Open Development Vietnam,,,,,130,111.845
VNM,Vietnam,Nam Pung,WRI1030930,9.3,22.5069,103.6906,Hydro,,,2009,Intracom,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nam-pung-hydropower,Open Development Vietnam,,,,,30,32.505
VNM,Vietnam,Ngoi Hut 1,WRI1030909,8.4,21.8093,104.4361,Hydro,,,2011,Song Hong Joint Stock Corporation,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ngoi-hut-1-hydropower,Open Development Vietnam,,,,,36,29.359
VNM,Vietnam,Ngoi Hut 2,WRI1030907,48,21.7938,104.3324,Hydro,,,2014,Truong Thanh Investment Construction and Development JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ngoi-hut-2-hydropower,Open Development Vietnam,,,,,209,167.767
VNM,Vietnam,Ngoi Phat,WRI1030933,72,22.5546,103.7434,Hydro,,,2014,Northern Electricity development and investment JSC No2,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ngoi-phat-hydropower,Open Development Vietnam,,,,,314,251.65
VNM,Vietnam,Ngoi Xan 1,WRI1030925,10.5,22.4734,103.8729,Hydro,,,2007,Nam Tien Lao Cai JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ngoi-xan-1-hydropower,Open Development Vietnam,,,,,42,36.699
VNM,Vietnam,Ngoi Xan 2,WRI1030926,8,22.4754,103.8595,Hydro,,,2008,Nam Tien Lao Cai JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/ngoi-xan-2-hydropower,Open Development Vietnam,,,,,75,27.961
VNM,Vietnam,Nho Que 3,WRI1030948,110,23.1433,105.5154,Hydro,,,2012,Nho Que Bitexco JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/th-y-di-n-nho-qu-3,Open Development Vietnam,,,,,507,384.466
VNM,Vietnam,Nuoc Trong,WRI1030851,16.5,15.0809,108.4118,Hydro,,,2012,Nuoc Trong Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/nuoc-trong-hydropower,Open Development Vietnam,,,,,70,57.67
VNM,Vietnam,Pa Chien,WRI1030897,22,21.476,104.0403,Hydro,,,2013,Pa Chien Hydro Power JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/pa-chien-hydropower,Open Development Vietnam,,,,,82,76.893
VNM,Vietnam,PleiKrong,WRI1030838,100,14.4084,107.863,Hydro,,,2009,Ialy Hydro Power Company ( a member of Vietnam Electricity (EVN)),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/pleikrong-hydropower,Open Development Vietnam,,,,,417,349.515
VNM,Vietnam,Quang Tin,WRI1030795,5,11.9631,107.4493,Hydro,,,2009,NS Limited Liability Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/quang-tin-hydropower,Open Development Vietnam,,,,,21,17.476
VNM,Vietnam,Sao Va,WRI1030877,3,19.6605,104.9386,Hydro,,,2010,Que Phong Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/sao-va-hydropower,Open Development Vietnam,,,,,13.45,10.485
VNM,Vietnam,Se San 3,WRI1030834,260,14.2152,107.7222,Hydro,,,2006,Ialy Hydro Power Company (member of EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/se-san-3-hydropower,Open Development Vietnam,,,,,221,908.738
VNM,Vietnam,Se San 3A,WRI1030830,108,14.1063,107.6577,Hydro,,,2007,Se San 3A Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/se-san-3a-hydropower,Open Development Vietnam,,,,,479,377.476
VNM,Vietnam,Se San 4,WRI1030827,360,13.9678,107.4953,Hydro,,,2009,Se San Hydropower Development Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/se-san-4-hydropower,Open Development Vietnam,,,,,1042,1258.252
VNM,Vietnam,Se san 4A,WRI1030944,63,13.9308,107.4678,Hydro,,,2011,Se San 4A Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/se-san-4a-hydropower,Open Development Vietnam,,,,,331.2,220.194
VNM,Vietnam,Seo Chong Ho,WRI1030916,22,22.2481,103.8963,Hydro,,,2013,VietnamChina Electricity Investment Co  Ltd,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/seo-chong-ho-hydropower,Open Development Vietnam,,,,,100,76.893
VNM,Vietnam,Son La,WRI1030899,2400,21.4971,103.996,Hydro,,,2012,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/son-la-hydropower,Open Development Vietnam,,,,,9429,8388.349
VNM,Vietnam,Song Ba Ha,WRI1030819,220,13.0226,108.9039,Hydro,,,2008,Song Ba Ha JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-ba-ha-hydropower,Open Development Vietnam,,,,,835,768.932
VNM,Vietnam,Song Bung 4,WRI1030857,156,15.7258,107.6512,Hydro,,,2015,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-bung-4-hydropower,Open Development Vietnam,,,,,586,545.243
VNM,Vietnam,Song Bung 4A,WRI1030858,49,15.7646,107.6802,Hydro,,,2012,Phu Thanh My JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-bung-4a-hydropower,Open Development Vietnam,,,,,199,171.262
VNM,Vietnam,Song Bung 5,WRI1030860,57,15.8077,107.7472,Hydro,,,2013,Power Engineering Consulting JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-bung-5-hydropower,Open Development Vietnam,,,,,225,199.223
VNM,Vietnam,Song Bung 6,WRI1030861,29,15.8186,107.7787,Hydro,,,2012,Bung River Hydro Power JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-bung-6-hydropower,Open Development Vietnam,,,,,121,101.359
VNM,Vietnam,Song Chay 5,WRI1030936,16,22.7148,104.535,Hydro,,,2012,Song Da 5 JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-chay-5-hydropower,Open Development Vietnam,,,,,62,55.922
VNM,Vietnam,Song Con 2,WRI1030863,63,15.9332,107.8081,Hydro,,,2009,Geruco Song Con Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/song-con-2-hydropower,Open Development Vietnam,,,,,209,220.194
VNM,Vietnam,Tri An,WRI1030777,400,11.1048,106.9848,Hydro,,,1991,Tri An Hydro Power Company,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/tri-an-hydropower,Open Development Vietnam,,,,,1700,1398.058
VNM,Vietnam,Tuyen Quang,WRI1030922,342,22.36,105.3985,Hydro,,,2008,Vietnam Electricity (EVN),Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/tuyen-quang-hydropower,Open Development Vietnam,,,,,1295,1195.34
VNM,Vietnam,Vinh Son,WRI1030837,66,14.3656,108.6943,Hydro,,,2001,Vinh Son Song Hinh Hydropower JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/vinh-son,Open Development Vietnam,,,,,228.5,230.68
VNM,Vietnam,Vinh Son 5,WRI1030836,28,14.3611,108.7203,Hydro,,,2014,Vinh Son Hydropower Investment JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/vinh-son-hydropower,Open Development Vietnam,,,,,103,97.864
VNM,Vietnam,Xim Vang 2,WRI1030888,6.6,21.3412,104.3498,Hydro,,,,Xim Vang Hydro Power JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/xim-vang-2-hydropower,Open Development Vietnam,,,,,68,23.068
VNM,Vietnam,Yan-Tann-Sien,WRI1030805,19.5,12.1526,108.3787,Hydro,,,2010,Cao Nguyen  Song Da Hydro Power JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/yan-tann-sien-hydropower,Open Development Vietnam,,,,,79,68.155
VNM,Vietnam,ZaHung,WRI1030862,30,15.86,107.6538,Hydro,,,2009,Za Hungt JSC,Open Development Vietnam,https://data.opendevelopmentmekong.net/vi/library_record/za-hung-hydropower,Open Development Vietnam,,,,,122.7,104.854
